kind,name,cat,t_start_ms,t_end_ms,dur_ms
span,wsm.wait_group_ready,wsm,95256.774388,95256.783037,0.008649
span,wsm.wait_group_ready,wsm,95750.907704,95750.910638,0.002934
span,wsm.wait_group_ready,wsm,95805.142019,95805.149482,0.007463
span,wsm.wait_group_ready,wsm,96297.611297,96297.614766,0.003469
span,wsm.wait_group_ready,wsm,96351.342151,96351.350342,0.008191
span,wsm.wait_group_ready,wsm,96834.64233,96834.64578,0.00345
span,wsm.wait_group_ready,wsm,96888.771664,96888.778854,0.00719
span,wsm.wait_group_ready,wsm,97370.660511,97370.663349,0.002838
span,wsm.wait_group_ready,wsm,97424.70474,97424.711467,0.006727
span,wsm.wait_group_ready,wsm,97909.992234,97909.996169,0.003935
span,wsm.wait_group_ready,wsm,97963.897557,97963.905638,0.008081
span,wsm.wait_group_ready,wsm,98453.456024,98453.459629,0.003605
span,wsm.wait_group_ready,wsm,98467.360044,98467.363685,0.003641
span,wsm.wait_group_ready,wsm,99024.430703,99024.434176,0.003473
span,wsm.wait_group_ready,wsm,99066.358219,99066.367088,0.008869
span,wsm.wait_group_ready,wsm,99573.746016,99573.748855,0.002839
span,wsm.wait_group_ready,wsm,99627.84511,99627.851312,0.006202
span,wsm.wait_group_ready,wsm,100126.615546,100126.618799,0.003253
span,wsm.wait_group_ready,wsm,100179.390105,100179.397542,0.007437
span,wsm.wait_group_ready,wsm,100675.283754,100675.286898,0.003144
span,wsm.wait_group_ready,wsm,100729.328181,100729.336617,0.008436
span,wsm.wait_group_ready,wsm,101224.641721,101224.644799,0.003078
span,wsm.wait_group_ready,wsm,101278.561414,101278.569319,0.007905
span,wsm.wait_group_ready,wsm,101768.486577,101768.49016,0.003583
span,wsm.wait_group_ready,wsm,102081.441181,102081.446903,0.005722
span,wsm.wait_group_ready,wsm,102319.620249,102319.624047,0.003798
span,wsm.wait_group_ready,wsm,102374.813472,102374.8213,0.007828
span,wsm.wait_group_ready,wsm,102861.133744,102861.137234,0.00349
span,wsm.wait_group_ready,wsm,102874.988371,102874.992273,0.003902
span,wsm.wait_group_ready,wsm,103426.825366,103426.829022,0.003656
span,wsm.wait_group_ready,wsm,103440.234677,103440.238262,0.003585
span,wsm.wait_group_ready,wsm,103995.536096,103995.539473,0.003377
span,wsm.wait_group_ready,wsm,104049.746684,104049.754304,0.00762
span,wsm.wait_group_ready,wsm,104552.083412,104552.086727,0.003315
span,wsm.wait_group_ready,wsm,104606.472702,104606.479522,0.00682
span,wsm.wait_group_ready,wsm,105093.193341,105093.196901,0.00356
span,wsm.wait_group_ready,wsm,105146.773866,105146.782206,0.00834
span,wsm.wait_group_ready,wsm,105637.096377,105637.099791,0.003414
span,wsm.wait_group_ready,wsm,105950.2758,105950.281159,0.005359
span,wsm.wait_group_ready,wsm,106191.057831,106191.060947,0.003116
span,wsm.wait_group_ready,wsm,106239.897903,106239.90155,0.003647
span,wsm.wait_group_ready,wsm,106475.015462,106475.018359,0.002897
span,wsm.wait_group_ready,wsm,106513.217382,106513.221236,0.003854
span,wsm.wait_group_ready,wsm,106759.982992,106759.985572,0.00258
span,wsm.wait_group_ready,wsm,106808.688544,106808.692002,0.003458
span,wsm.wait_group_ready,wsm,107048.657542,107048.660801,0.003259
span,wsm.wait_group_ready,wsm,107100.605993,107100.609525,0.003532
span,wsm.wait_group_ready,wsm,107345.617342,107345.620194,0.002852
span,wsm.wait_group_ready,wsm,107393.919424,107393.922977,0.003553
span,wsm.wait_group_ready,wsm,107639.458442,107639.461911,0.003469
span,wsm.wait_group_ready,wsm,107663.61993,107663.62331,0.00338
span,wsm.wait_group_ready,wsm,107926.190425,107926.193415,0.00299
span,wsm.wait_group_ready,wsm,107960.426927,107960.430396,0.003469
span,wsm.wait_group_ready,wsm,108199.604747,108199.607706,0.002959
span,wsm.wait_group_ready,wsm,108238.82314,108238.827028,0.003888
span,wsm.wait_group_ready,wsm,108470.476602,108470.480028,0.003426
span,wsm.wait_group_ready,wsm,108489.18768,108489.190935,0.003255
span,wsm.wait_group_ready,wsm,108757.871811,108757.87497,0.003159
span,wsm.wait_group_ready,wsm,108776.756937,108776.760302,0.003365
span,wsm.wait_group_ready,wsm,109037.409473,109037.41229,0.002817
span,wsm.wait_group_ready,wsm,109045.597183,109045.600515,0.003332
span,wsm.wait_group_ready,wsm,109277.306968,109277.309746,0.002778
span,wsm.wait_group_ready,wsm,109624.980787,109624.986457,0.00567
span,wsm.wait_group_ready,wsm,110317.384237,110317.388916,0.004679
span,wsm.wait_group_ready,wsm,111204.20188,111204.206969,0.005089
span,wsm.wait_group_ready,wsm,111540.684672,111540.689976,0.005304
span,wsm.wait_group_ready,wsm,112428.606391,112428.61256,0.006169
span,wsm.wait_group_ready,wsm,112476.729865,112476.733481,0.003616
span,wsm.wait_group_ready,wsm,113111.749704,113111.761207,0.011503
span,wsm.wait_group_ready,wsm,113425.196521,113425.200279,0.003758
span,wsm.wait_group_ready,wsm,113475.918439,113475.926572,0.008133
span,wsm.wait_group_ready,wsm,113791.941323,113791.944452,0.003129
span,wsm.wait_group_ready,wsm,113848.791858,113848.795329,0.003471
span,wsm.wait_group_ready,wsm,113888.339905,113888.342688,0.002783
span,wsm.wait_group_ready,wsm,113935.059451,113935.063238,0.003787
span,wsm.wait_group_ready,wsm,113982.576289,113982.579168,0.002879
span,wsm.wait_group_ready,wsm,114289.485324,114289.490575,0.005251
span,wsm.wait_group_ready,wsm,114337.043758,114337.047282,0.003524
span,wsm.wait_group_ready,wsm,114642.85341,114642.858917,0.005507
span,wsm.wait_group_ready,wsm,114691.563442,114691.566064,0.002622
span,wsm.wait_group_ready,wsm,114752.601279,114752.607037,0.005758
span,wsm.wait_group_ready,wsm,115042.947387,115042.950396,0.003009
span,wsm.wait_group_ready,wsm,115097.005231,115097.013298,0.008067
span,wsm.wait_group_ready,wsm,115390.078508,115390.081719,0.003211
span,wsm.wait_group_ready,wsm,115444.401514,115444.411413,0.009899
span,wsm.wait_group_ready,wsm,115737.251484,115737.254991,0.003507
span,wsm.wait_group_ready,wsm,115791.376029,115791.383481,0.007452
span,wsm.wait_group_ready,wsm,116086.873571,116086.876864,0.003293
span,wsm.wait_group_ready,wsm,116142.480344,116142.488379,0.008035
span,wsm.wait_group_ready,wsm,116434.232382,116434.23567,0.003288
span,wsm.wait_group_ready,wsm,116459.922588,116459.941277,0.018689
span,wsm.wait_group_ready,wsm,116781.071166,116781.074277,0.003111
span,wsm.wait_group_ready,wsm,116835.219605,116835.226659,0.007054
span,wsm.wait_group_ready,wsm,117128.152158,117128.1552,0.003042
span,wsm.wait_group_ready,wsm,117182.853257,117182.861358,0.008101
span,wsm.wait_group_ready,wsm,117474.505804,117474.508941,0.003137
span,wsm.wait_group_ready,wsm,117528.815155,117528.822453,0.007298
span,wsm.wait_group_ready,wsm,117817.856513,117817.860063,0.00355
span,wsm.wait_group_ready,wsm,117872.136668,117872.146608,0.00994
span,wsm.wait_group_ready,wsm,118164.965204,118164.968001,0.002797
span,wsm.wait_group_ready,wsm,118219.797488,118219.805781,0.008293
span,wsm.wait_group_ready,wsm,118510.572236,118510.575442,0.003206
span,wsm.wait_group_ready,wsm,118564.711139,118564.719408,0.008269
span,wsm.wait_group_ready,wsm,118859.290241,118859.293327,0.003086
span,wsm.wait_group_ready,wsm,118913.560748,118913.570909,0.010161
span,wsm.wait_group_ready,wsm,119207.521404,119207.524511,0.003107
span,wsm.wait_group_ready,wsm,119262.31836,119262.327026,0.008666
span,wsm.wait_group_ready,wsm,119559.809401,119559.812533,0.003132
span,wsm.wait_group_ready,wsm,119613.981314,119613.989706,0.008392
span,wsm.wait_group_ready,wsm,119908.227315,119908.230224,0.002909
span,wsm.wait_group_ready,wsm,120211.852904,120211.861487,0.008583
span,wsm.wait_group_ready,wsm,120244.585134,120244.588478,0.003344
span,wsm.wait_group_ready,wsm,120308.5401,120308.55247,0.01237
span,wsm.wait_group_ready,wsm,120606.619127,120606.622436,0.003309
span,wsm.wait_group_ready,wsm,120655.415151,120655.424814,0.009663
span,wsm.wait_group_ready,wsm,120955.676681,120955.680565,0.003884
span,wsm.wait_group_ready,wsm,121009.591415,121009.599261,0.007846
span,wsm.wait_group_ready,wsm,121305.531542,121305.534815,0.003273
span,wsm.wait_group_ready,wsm,121359.531128,121359.538372,0.007244
span,wsm.wait_group_ready,wsm,121632.957075,121632.960309,0.003234
span,wsm.wait_group_ready,wsm,121686.946356,121686.950735,0.004379
span,wsm.wait_group_ready,wsm,121715.906049,121715.909493,0.003444
span,wsm.wait_group_ready,wsm,122050.421949,122050.429723,0.007774
span,wsm.wait_group_ready,wsm,122344.380327,122344.383215,0.002888
