kind,name,cat,t_start_ms,t_end_ms,dur_ms
span,wsm.wait_group_ready,wsm,89168.309158,89168.31603,0.006872
span,wsm.wait_group_ready,wsm,89668.490512,89668.493568,0.003056
span,wsm.wait_group_ready,wsm,89711.55043,89711.556936,0.006506
span,wsm.wait_group_ready,wsm,90219.197051,90219.200521,0.00347
span,wsm.wait_group_ready,wsm,90273.504816,90273.513128,0.008312
span,wsm.wait_group_ready,wsm,90768.766654,90768.76972,0.003066
span,wsm.wait_group_ready,wsm,91082.23138,91082.237269,0.005889
span,wsm.wait_group_ready,wsm,91315.807485,91315.810249,0.002764
span,wsm.wait_group_ready,wsm,91329.634623,91329.638479,0.003856
span,wsm.wait_group_ready,wsm,91878.814051,91878.817764,0.003713
span,wsm.wait_group_ready,wsm,91932.741113,91932.748605,0.007492
span,wsm.wait_group_ready,wsm,92423.622457,92423.625303,0.002846
span,wsm.wait_group_ready,wsm,92437.322194,92437.325567,0.003373
span,wsm.wait_group_ready,wsm,92990.920418,92990.923483,0.003065
span,wsm.wait_group_ready,wsm,93045.82638,93045.834301,0.007921
span,wsm.wait_group_ready,wsm,93539.148994,93539.152011,0.003017
span,wsm.wait_group_ready,wsm,93593.293095,93593.300709,0.007614
span,wsm.wait_group_ready,wsm,94087.88886,94087.892489,0.003629
span,wsm.wait_group_ready,wsm,94126.442699,94126.449381,0.006682
span,wsm.wait_group_ready,wsm,94637.828319,94637.831705,0.003386
span,wsm.wait_group_ready,wsm,94692.055851,94692.062914,0.007063
span,wsm.wait_group_ready,wsm,95186.856363,95186.859595,0.003232
span,wsm.wait_group_ready,wsm,95200.497838,95200.501557,0.003719
span,wsm.wait_group_ready,wsm,95757.479342,95757.482531,0.003189
span,wsm.wait_group_ready,wsm,96072.641138,96072.647655,0.006517
span,wsm.wait_group_ready,wsm,96308.041123,96308.044202,0.003079
span,wsm.wait_group_ready,wsm,96321.765185,96321.768995,0.00381
span,wsm.wait_group_ready,wsm,96877.24366,96877.246969,0.003309
span,wsm.wait_group_ready,wsm,96931.355097,96931.363374,0.008277
span,wsm.wait_group_ready,wsm,97423.093877,97423.096882,0.003005
span,wsm.wait_group_ready,wsm,97477.179497,97477.186119,0.006622
span,wsm.wait_group_ready,wsm,97968.287059,97968.290225,0.003166
span,wsm.wait_group_ready,wsm,98022.445594,98022.453631,0.008037
span,wsm.wait_group_ready,wsm,98510.356921,98510.359853,0.002932
span,wsm.wait_group_ready,wsm,98564.157429,98564.166106,0.008677
span,wsm.wait_group_ready,wsm,99060.642483,99060.645724,0.003241
span,wsm.wait_group_ready,wsm,99115.024098,99115.031747,0.007649
span,wsm.wait_group_ready,wsm,99603.339083,99603.342715,0.003632
span,wsm.wait_group_ready,wsm,99659.718934,99659.727908,0.008974
span,wsm.wait_group_ready,wsm,100150.687594,100150.690868,0.003274
span,wsm.wait_group_ready,wsm,100204.955905,100204.963188,0.007283
span,wsm.wait_group_ready,wsm,100691.709371,100691.712915,0.003544
span,wsm.wait_group_ready,wsm,100745.57752,100745.587038,0.009518
span,wsm.wait_group_ready,wsm,101237.547117,101237.55021,0.003093
span,wsm.wait_group_ready,wsm,101291.466657,101291.473664,0.007007
span,wsm.wait_group_ready,wsm,101780.670354,101780.673131,0.002777
span,wsm.wait_group_ready,wsm,101822.134204,101822.141652,0.007448
span,wsm.wait_group_ready,wsm,102329.318459,102329.321346,0.002887
span,wsm.wait_group_ready,wsm,102383.462264,102383.469577,0.007313
span,wsm.wait_group_ready,wsm,102878.947618,102878.950929,0.003311
span,wsm.wait_group_ready,wsm,102927.658337,102927.661683,0.003346
span,wsm.wait_group_ready,wsm,103167.839368,103167.843038,0.00367
span,wsm.wait_group_ready,wsm,103219.386731,103219.390171,0.00344
span,wsm.wait_group_ready,wsm,103450.343741,103450.346662,0.002921
span,wsm.wait_group_ready,wsm,103502.179896,103502.183353,0.003457
span,wsm.wait_group_ready,wsm,103739.362233,103739.365275,0.003042
span,wsm.wait_group_ready,wsm,103777.966098,103777.969499,0.003401
span,wsm.wait_group_ready,wsm,104025.408678,104025.411565,0.002887
span,wsm.wait_group_ready,wsm,104064.831182,104064.834866,0.003684
span,wsm.wait_group_ready,wsm,104307.890055,104307.893322,0.003267
span,wsm.wait_group_ready,wsm,104342.239268,104342.242601,0.003333
span,wsm.wait_group_ready,wsm,104584.915739,104584.919256,0.003517
span,wsm.wait_group_ready,wsm,104619.446875,104619.450442,0.003567
span,wsm.wait_group_ready,wsm,104861.931631,104861.934289,0.002658
span,wsm.wait_group_ready,wsm,104902.562649,104902.566507,0.003858
span,wsm.wait_group_ready,wsm,105137.74506,105137.748206,0.003146
span,wsm.wait_group_ready,wsm,105176.482727,105176.487097,0.00437
span,wsm.wait_group_ready,wsm,105407.651146,105407.654016,0.00287
span,wsm.wait_group_ready,wsm,105426.486903,105426.490111,0.003208
span,wsm.wait_group_ready,wsm,105682.069221,105682.072057,0.002836
span,wsm.wait_group_ready,wsm,105700.79516,105700.798707,0.003547
span,wsm.wait_group_ready,wsm,105920.894283,105920.897307,0.003024
span,wsm.wait_group_ready,wsm,106266.78094,106266.786471,0.005531
span,wsm.wait_group_ready,wsm,106967.322967,106967.329252,0.006285
span,wsm.wait_group_ready,wsm,107558.249669,107558.255266,0.005597
span,wsm.wait_group_ready,wsm,107615.382108,107615.386052,0.003944
span,wsm.wait_group_ready,wsm,108510.914173,108510.922285,0.008112
span,wsm.wait_group_ready,wsm,108823.859527,108823.863177,0.00365
span,wsm.wait_group_ready,wsm,109737.290374,109737.298545,0.008171
span,wsm.wait_group_ready,wsm,109769.883319,109769.887259,0.00394
span,wsm.wait_group_ready,wsm,110110.820445,110110.831911,0.011466
span,wsm.wait_group_ready,wsm,110425.329047,110425.331902,0.002855
span,wsm.wait_group_ready,wsm,110475.139503,110475.143193,0.00369
span,wsm.wait_group_ready,wsm,110529.800607,110529.803611,0.003004
span,wsm.wait_group_ready,wsm,110577.7798,110577.782977,0.003177
span,wsm.wait_group_ready,wsm,110622.465182,110622.468347,0.003165
span,wsm.wait_group_ready,wsm,110670.735134,110670.741611,0.006477
span,wsm.wait_group_ready,wsm,110967.677402,110967.68022,0.002818
span,wsm.wait_group_ready,wsm,111021.813288,111021.821122,0.007834
span,wsm.wait_group_ready,wsm,111313.423552,111313.426684,0.003132
span,wsm.wait_group_ready,wsm,111367.623367,111367.629955,0.006588
span,wsm.wait_group_ready,wsm,111657.632807,111657.635763,0.002956
span,wsm.wait_group_ready,wsm,111711.825986,111711.832925,0.006939
span,wsm.wait_group_ready,wsm,111983.022887,111983.026356,0.003469
span,wsm.wait_group_ready,wsm,112038.123576,112038.127225,0.003649
span,wsm.wait_group_ready,wsm,112066.866045,112066.869413,0.003368
span,wsm.wait_group_ready,wsm,112400.445385,112400.452646,0.007261
span,wsm.wait_group_ready,wsm,112692.753029,112692.755862,0.002833
span,wsm.wait_group_ready,wsm,112740.99467,112741.001572,0.006902
span,wsm.wait_group_ready,wsm,113040.355094,113040.358285,0.003191
span,wsm.wait_group_ready,wsm,113094.703144,113094.710444,0.0073
span,wsm.wait_group_ready,wsm,113385.920101,113385.923895,0.003794
span,wsm.wait_group_ready,wsm,113440.244535,113440.25353,0.008995
span,wsm.wait_group_ready,wsm,113733.745467,113733.748467,0.003
span,wsm.wait_group_ready,wsm,113747.637502,113747.641827,0.004325
span,wsm.wait_group_ready,wsm,114101.109316,114101.113209,0.003893
span,wsm.wait_group_ready,wsm,114156.051391,114156.058893,0.007502
span,wsm.wait_group_ready,wsm,114448.564802,114448.567776,0.002974
